District,County Name,City,Locale,Charter,Students,Teachers,Student Teacher Ratio,Directly Certified,Type
Sudbury,Middlesex County,Sudbury,"Rural, Fringe",No,382,31.8,12.01,35,Regular
Chelsea,Suffolk County,Chelsea,"Suburban, Large",No,527,44.08,11.96,400,Regular
Norwood,Norfolk County,Norwood,"Suburban, Large",No,256,23.9,10.71,101,Regular
Dartmouth,Bristol County,North Dartmouth,"Suburban, Midsize",No,407,28,14.54,130,Regular
Dracut,Middlesex County,Dracut,"Suburban, Large",No,520,34.83,14.93,215,Regular
Everett,Middlesex County,Everett,"Suburban, Large",No,873,72.37,12.06,656,Regular
Freetown-Lakeville,Plymouth County,Lakeville,"Rural, Fringe",No,462,34.7,13.31,105,Regular
Seekonk,Bristol County,Seekonk,"Suburban, Large",No,443,37,11.97,91,Regular
Georgetown,Essex County,Georgetown,"Suburban, Large",No,268,28.68,9.34,46,Regular
Georgetown,Essex County,Georgetown,"Suburban, Large",No,187,17.15,10.9,21,Regular
Lawrence,Essex County,Lawrence,"Suburban, Large",No,485,44.21,10.97,417,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,621,55.9,11.11,528,Regular
Arlington,Middlesex County,Arlington,"Suburban, Large",No,529,42.6,12.42,56,Regular
Gill-Montague,Franklin County,Gill,"Rural, Fringe",No,110,10.26,10.72,42,Regular
Brockton,Plymouth County,Brockton,"Suburban, Large",No,444,26.85,16.54,366,Regular
Longmeadow,Hampden County,Longmeadow,"Suburban, Large",No,327,26.66,12.27,42,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,275,23.5,11.7,233,Regular
Wachusett,Worcester County,Rutland,"Rural, Fringe",No,382,25.74,14.84,65,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,310,31.45,9.86,260,Regular
Global Learning Charter Public,Bristol County,New Bedford,"Suburban, Midsize",Yes,508,48.32,10.51,366,Regular
Gloucester,Essex County,Gloucester,"Suburban, Large",No,776,77.25,10.05,352,Regular
Gloucester,Essex County,Gloucester,"Suburban, Large",No,101,10,10.1,37,Regular
Marblehead,Essex County,Marblehead,"Suburban, Large",No,318,24,13.25,20,Regular
Milton,Norfolk County,Milton,"Suburban, Large",No,593,41.58,14.26,54,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,359,29.09,12.34,303,Regular
Haverhill,Essex County,Haverhill,"Suburban, Large",No,502,42,11.95,349,Regular
Marlborough,Middlesex County,Marlborough,"Suburban, Large",No,781,58.83,13.28,468,Regular
Fitchburg,Worcester County,Fitchburg,"Suburban, Midsize",No,186,9.4,19.79,141,Regular
Woburn,Middlesex County,Woburn,"Suburban, Large",No,352,31.61,11.14,161,Regular
East Bridgewater,Plymouth County,East Bridgewater,"Suburban, Large",No,612,53,11.55,182,Regular
Marshfield,Plymouth County,Marshfield,"Suburban, Large",No,357,28.6,12.48,45,Regular
Greater Lawrence Regional Vocational Technical,Essex County,Andover,"Suburban, Large",No,1837,143.88,12.77,1158,Vocational
Greater Lowell Regional Vocational Technical,Middlesex County,Tyngsborough,"Suburban, Large",No,2314,205.72,11.25,1024,Vocational
Greater New Bedford Regional Vocational Technical,Bristol County,New Bedford,"Suburban, Midsize",No,2151,190.88,11.27,1081,Vocational
Norwell,Plymouth County,Norwell,"Suburban, Large",No,528,36.1,14.63,26,Regular
Grafton,Worcester County,Grafton,"Suburban, Large",No,914,70.9,12.89,179,Regular
Grafton,Worcester County,Grafton,"Suburban, Large",No,478,37.89,12.62,91,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,386,33.59,11.49,335,Regular
Cambridge,Middlesex County,Cambridge,"City, Midsize",No,367,32.8,11.19,115,Other/Alternative
Granby,Hampshire County,Granby,"Rural, Fringe",No,290,26.32,11.02,100,Regular
Monson,Hampden County,Monson,"Rural, Fringe",No,400,32.88,12.17,151,Regular
Gill-Montague,Franklin County,Montague,"Town, Distant",No,228,23.38,9.75,121,Regular
Danvers,Essex County,Danvers,"Suburban, Large",No,291,22.4,12.99,93,Regular
Greater Commonwealth Virtual District,Franklin County,Greenfield,"Town, Distant",No,1184,83.04,14.26,†,Regular
Boston,Suffolk County,Roxbury,"City, Large",No,78,8.87,8.79,62,Regular
Maynard,Middlesex County,Maynard,"Rural, Fringe",No,456,38.3,11.91,109,Regular
Hampden-Wilbraham,Hampden County,Hampden,"Rural, Fringe",No,285,22.6,12.61,72,Regular
Greenfield,Franklin County,Greenfield,"Town, Distant",No,404,37,10.92,250,Regular
Greenfield,Franklin County,Greenfield,"Town, Distant",No,325,28.57,11.38,204,Regular
Lowell,Middlesex County,Lowell,"Suburban, Large",No,480,41,11.71,395,Regular
Haverhill,Essex County,Bradford,"Suburban, Large",No,34,5,6.8,28,Regular
Dedham,Norfolk County,Dedham,"Suburban, Large",No,320,28.12,11.38,58,Regular
Dracut,Middlesex County,Dracut,"Suburban, Large",No,211,16.92,12.47,104,Regular
Wakefield,Middlesex County,Wakefield,"Suburban, Large",No,227,18.25,12.44,13,Regular
Boston,Suffolk County,Dorchester,"City, Large",No,357,38.25,9.33,318,Regular
Boston,Suffolk County,Hyde Park,"City, Large",No,198,19.9,9.95,140,Regular
Groton-Dunstable,Middlesex County,Groton,"Rural, Fringe",No,659,47.97,13.74,65,Regular
Groton-Dunstable,Middlesex County,Groton,"Rural, Fringe",No,739,57.48,12.86,74,Regular
Boston,Suffolk County,East Boston,"City, Large",No,259,29.6,8.75,210,Regular
Lawrence,Essex County,Lawrence,"Suburban, Large",No,457,51,8.96,389,Regular
Taunton,Bristol County,Taunton,"Suburban, Large",No,286,24.55,11.65,222,Regular
Norfolk,Norfolk County,Norfolk,"Suburban, Large",No,477,42.55,11.21,46,Regular
Holyoke,Hampden County,Holyoke,"Suburban, Large",No,305,23.33,13.07,296,Regular
Hadley,Hampshire County,Hadley,"Suburban, Small",No,315,26.33,11.96,97,Regular
Cambridge,Middlesex County,Cambridge,"City, Midsize",No,250,30,8.33,102,Regular
Billerica,Middlesex County,Billerica,"Suburban, Large",No,401,28.65,14,141,Regular
Nashoba,Middlesex County,Stow,"Suburban, Large",No,247,22.29,11.08,16,Regular
Boston,Suffolk County,Roxbury,"City, Large",No,162,15.21,10.65,74,Regular
Boston,Suffolk County,Roslindale,"City, Large",No,360,43.64,8.25,233,Regular
Halifax,Plymouth County,Halifax,"Rural, Fringe",No,531,39.1,13.58,134,Regular
Hamilton-Wenham,Essex County,South Hamilton,"Rural, Fringe",No,448,37.95,11.81,39,Regular
Hampden Charter School of Science,Hampden County,Chicopee,"Suburban, Large",Yes,938,76.8,12.21,540,Regular
Hampshire,Hampshire County,Westhampton,"Rural, Fringe",No,718,71.88,9.99,143,Regular
Brockton,Plymouth County,Brockton,"Suburban, Large",No,680,42.3,16.08,477,Regular
Hancock,Berkshire County,Hancock,"Rural, Fringe",No,48,5.8,8.28,†,Regular
Beverly,Essex County,Beverly,"Suburban, Large",No,312,26,12,88,Regular
Hanover,Plymouth County,Hanover,"Suburban, Large",No,663,49.95,13.27,69,Regular
Hanover,Plymouth County,Hanover,"Suburban, Large",No,826,62.12,13.3,75,Regular
Lincoln,Middlesex County,Hanscom Air Force Base,"Suburban, Large",No,493,60.35,8.17,24,Regular
Whitman-Hanson,Plymouth County,Hanson,"Suburban, Large",No,442,33.3,13.27,107,Regular
Wayland,Middlesex County,Wayland,"Suburban, Large",No,330,28.47,11.59,31,Regular
Quabbin,Worcester County,Gilbertville,"Rural, Distant",No,169,13.57,12.45,81,Regular
Arlington,Middlesex County,Arlington,"Suburban, Large",No,382,33.59,11.37,40,Regular
Framingham,Middlesex County,Framingham,"City, Small",No,453,41.2,11,383,Regular
Mansfield,Bristol County,Mansfield,"Suburban, Large",No,750,77.91,9.63,144,Regular
Lexington,Middlesex County,Lexington,"Suburban, Large",No,374,37.5,9.97,46,Regular
Ludlow,Hampden County,Ludlow,"Suburban, Large",No,593,53,11.19,237,Regular
Boxford,Essex County,Boxford,"Rural, Fringe",No,367,28.2,13.01,18,Regular
Boston,Suffolk County,Charlestown,"City, Large",No,334,36.72,9.1,189,Regular
Monomoy Regional School District,Barnstable County,Harwich,"Suburban, Large",No,449,45.49,9.87,170,Regular
Fairhaven,Bristol County,Fairhaven,"Suburban, Midsize",No,415,33.75,12.3,165,Regular
Hatfield,Hampshire County,Hatfield,"Suburban, Small",No,201,18.36,10.95,53,Regular
Scituate,Plymouth County,Scituate,"Suburban, Large",No,263,22.88,11.49,19,Regular
Haverhill,Essex County,Haverhill,"Suburban, Large",No,1922,153.72,12.5,1072,Regular
Hawlemont,Franklin County,Charlemont,"Rural, Distant",No,71,9.15,7.76,39,Regular
North Middlesex,Middlesex County,Townsend,"Rural, Fringe",No,449,37.25,12.05,120,Regular
New Bedford,Bristol County,New Bedford,"Suburban, Midsize",No,748,59,12.68,658,Regular
Boston,Suffolk County,Roxbury,"City, Large",No,168,15.25,11.02,134,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,349,23,15.17,326,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,245,17.71,13.83,138,Regular
Tewksbury,Middlesex County,Tewksbury,"Suburban, Large",No,300,23.81,12.6,52,Regular
Plymouth,Plymouth County,Plymouth,"Suburban, Large",No,210,22.43,9.36,141,Regular
Sharon,Norfolk County,Sharon,"Suburban, Large",No,545,32.73,16.65,64,Regular
Stoughton,Norfolk County,Stoughton,"Suburban, Large",No,285,22.68,12.57,127,Regular
Franklin,Norfolk County,Franklin,"Suburban, Large",No,560,43.31,12.93,77,Regular
Pentucket,Essex County,Merrimac,"Suburban, Large",No,262,23.39,11.2,49,Regular
Framingham,Middlesex County,Framingham,"City, Small",No,538,40.03,13.44,188,Regular
Boston,Suffolk County,Dorchester,"City, Large",No,196,25.33,7.74,126,Regular
Boston,Suffolk County,Dorchester,"City, Large",No,631,77.97,8.09,511,Regular
Boston,Suffolk County,Jamaica Plain,"City, Large",No,472,49.98,9.44,434,Regular
Norton,Bristol County,Norton,"Suburban, Large",No,371,27.47,13.51,95,Regular
Middleborough,Plymouth County,Middleborough,"Suburban, Large",No,545,40.2,13.56,260,Regular
Andover,Essex County,Andover,"Suburban, Large",No,332,23.8,13.95,37,Regular
Ashland,Middlesex County,Ashland,"Suburban, Large",No,584,46.57,12.54,137,Regular
Lowell,Middlesex County,Lowell,"Suburban, Large",No,600,52.6,11.41,494,Regular
Fall River,Bristol County,Fall River,"Suburban, Large",No,817,65.63,12.45,713,Regular
Mendon-Upton,Worcester County,Mendon,"Rural, Fringe",No,398,28,14.21,55,Regular
Waltham,Middlesex County,Waltham,"City, Small",No,372,41.05,9.06,267,Regular
Melrose,Middlesex County,Melrose,"Suburban, Large",No,260,18.96,13.71,43,Regular
Dudley-Charlton Reg,Worcester County,Charlton,"Rural, Fringe",No,425,33.8,12.57,126,Regular
Boston,Suffolk County,Roxbury,"City, Large",No,372,26.94,13.81,238,Regular
Boston,Suffolk County,Roxbury,"City, Large",No,154,17.6,8.75,140,Regular
Boston,Suffolk County,Roxbury,"City, Large",No,213,23.09,9.22,193,Regular
Andover,Essex County,Andover,"Suburban, Large",No,505,43.73,11.55,65,Regular
Needham,Norfolk County,Needham,"Suburban, Large",No,441,37.41,11.79,29,Regular
Lawrence,Essex County,Lawrence,"Suburban, Large",No,198,15.4,12.86,165,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,966,88.85,10.87,803,Regular
Westfield,Hampden County,Westfield,"Suburban, Large",No,305,24.63,12.38,113,Regular
Danvers,Essex County,Danvers,"Suburban, Large",No,385,23.4,16.45,116,Regular
Braintree,Norfolk County,Braintree,"Suburban, Large",No,350,28.39,12.33,71,Regular
Harvard,Worcester County,Harvard,"Rural, Fringe",No,451,33.5,13.46,53,Regular
Hill View Montessori Charter Public,Essex County,Haverhill,"Suburban, Large",Yes,306,25,12.24,111,Regular
Attleboro,Bristol County,Attleboro,"Suburban, Large",No,412,30,13.73,164,Regular
Gill-Montague,Franklin County,Turners Falls,"Town, Distant",No,122,14.2,8.59,71,Regular
Hilltown Cooperative Charter Public,Hampshire County,Easthampton,"Suburban, Small",Yes,218,20.91,10.43,†,Regular
Hingham,Plymouth County,Hingham,"Suburban, Large",No,1066,82.8,12.87,98,Regular
Hingham,Plymouth County,Hingham,"Suburban, Large",No,798,68.6,11.63,66,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,279,20.55,13.58,253,Regular
Pembroke,Plymouth County,Pembroke,"Suburban, Large",No,385,32.35,11.9,61,Regular
Holbrook,Norfolk County,Holbrook,"Suburban, Large",No,665,46.4,14.33,302,Regular
Holland,Hampden County,Holland,"Rural, Distant",No,212,20,10.6,71,Regular
Braintree,Norfolk County,Braintree,"Suburban, Large",No,365,30.56,11.94,114,Regular
Holliston,Middlesex County,Holliston,"Suburban, Large",No,809,65.03,12.44,94,Regular
Boston,Suffolk County,Dorchester,"City, Large",No,283,30.06,9.41,261,Regular
Danvers,Essex County,Danvers,"Suburban, Large",No,745,73.83,10.09,195,Regular
Holyoke Community Charter,Hampden County,Holyoke,"Suburban, Large",Yes,701,33,21.24,570,Regular
Holyoke,Hampden County,Holyoke,"Suburban, Large",No,1569,125.3,12.52,1278,Regular
Holyoke,Hampden County,Holyoke,"Suburban, Large",No,289,19,15.21,258,Regular
Lynn,Essex County,Lynn,"Suburban, Large",No,541,42.28,12.8,417,Regular
Hoosac Valley Regional,Berkshire County,Adams,"Town, Fringe",No,398,33.33,11.94,238,Regular
Hoosac Valley Regional,Berkshire County,Cheshire,"Rural, Fringe",No,296,28.05,10.55,162,Regular
Hoosac Valley Regional,Berkshire County,Cheshire,"Rural, Fringe",No,304,31.34,9.7,180,Regular
Hopedale,Worcester County,Hopedale,"Suburban, Large",No,456,44.73,10.19,100,Regular
Hadley,Hampshire County,Hadley,"Suburban, Small",No,203,27.8,7.3,57,Regular
Hopkinton,Middlesex County,Hopkinton,"Suburban, Large",No,682,46.27,14.74,52,Regular
Hopkinton,Middlesex County,Hopkinton,"Suburban, Large",No,1267,88.19,14.37,91,Regular
Hopkinton,Middlesex County,Hopkinton,"Suburban, Large",No,996,70.34,14.16,72,Regular
Hopkinton,Middlesex County,Hopkinton,"Suburban, Large",No,89,6.17,14.42,4,Regular
Melrose,Middlesex County,Melrose,"Suburban, Large",No,254,17.2,14.77,13,Regular
Newton,Middlesex County,Newtonville,"City, Small",No,351,33.3,10.54,54,Regular
Franklin,Norfolk County,Franklin,"Suburban, Large",No,407,32.59,12.49,55,Regular
Salem,Essex County,Salem,"Suburban, Large",No,293,24.71,11.86,190,Regular
Boston,Suffolk County,Charlestown,"City, Large",No,73,37.13,1.97,54,Special Education
Watertown,Middlesex County,Watertown,"Suburban, Large",No,758,70.65,10.73,255,Regular
Wachusett,Worcester County,Sterling,"Suburban, Large",No,317,27.84,11.39,63,Regular
West Bridgewater,Plymouth County,West Bridgewater,"Suburban, Large",No,335,19.57,17.12,77,Regular
Middleton,Essex County,Middleton,"Suburban, Large",No,461,39.3,11.73,63,Regular
Quabbin,Worcester County,Hubbardston,"Rural, Fringe",No,304,15.25,19.93,64,Regular
Lynnfield,Essex County,Lynnfield,"Suburban, Large",No,416,31,13.42,46,Regular
Hudson,Middlesex County,Hudson,"Suburban, Large",No,784,77.1,10.17,299,Regular
Hull,Plymouth County,Hull,"Suburban, Large",No,278,31.5,8.83,88,Regular
Wellesley,Norfolk County,Wellesley,"Suburban, Large",No,294,27.8,10.58,22,Regular
Woburn,Middlesex County,Woburn,"Suburban, Large",No,418,31.83,13.13,111,Regular
Boston,Suffolk County,Boston,"City, Large",No,335,27.5,12.18,195,Regular
Barnstable,Barnstable County,Hyannis,"City, Small",No,309,35,8.83,240,Regular
Attleboro,Bristol County,Attleboro,"Suburban, Large",No,472,27,17.48,186,Regular
Springfield,Hampden County,Springfield,"City, Midsize",No,278,18.3,15.19,251,Regular
Plymouth,Plymouth County,Plymouth,"Suburban, Large",No,520,43.68,11.9,105,Regular
Whitman-Hanson,Plymouth County,Hanson,"Suburban, Large",No,494,32,15.44,107,Regular
Springfield,Hampden County,Indian Orchard,"City, Midsize",No,580,44.7,12.98,508,Regular
Lynn,Essex County,Lynn,"Suburban, Large",No,719,60.07,11.97,597,Regular
Innovation Academy Charter,Middlesex County,Tyngsboro,"Suburban, Large",Yes,770,69.67,11.05,239,Regular
Ipswich,Essex County,Ipswich,"Town, Fringe",No,447,49.75,8.98,85,Regular
Ipswich,Essex County,Ipswich,"Town, Fringe",No,377,42.06,8.96,69,Regular
New Bedford,Bristol County,New Bedford,"Suburban, Midsize",No,388,33.6,11.55,352,Regular
Sudbury,Middlesex County,Sudbury,"Suburban, Large",No,426,41,10.39,58,Regular
Danvers,Essex County,Danvers,"Suburban, Large",No,389,32.4,12.01,89,Regular
Norton,Bristol County,Norton,"Suburban, Large",No,491,41.21,11.91,92,Regular
Randolph,Norfolk County,Randolph,"Suburban, Large",No,453,42.88,10.56,293,Regular
Franklin,Norfolk County,Franklin,"Suburban, Large",No,341,24.46,13.94,33,Regular
Natick,Middlesex County,Natick,"Suburban, Large",No,911,81.99,11.11,127,Regular
Westborough,Worcester County,Westborough,"Suburban, Large",No,391,33.51,11.67,77,Regular
Peabody,Essex County,Peabody,"Suburban, Large",No,1320,106.7,12.37,619,Regular
North Reading,Middlesex County,North Reading,"Suburban, Large",No,416,33.02,12.6,42,Regular
Reading,Middlesex County,Reading,"Suburban, Large",No,406,30.2,13.44,59,Regular
Belchertown,Hampshire County,Belchertown,"Rural, Fringe",No,343,25.1,13.67,80,Regular
Northampton,Hampshire County,Northampton,"City, Small",No,279,25.8,10.81,89,Regular
Worcester,Worcester County,Worcester,"City, Midsize",No,367,26.22,14,275,Regular
New Bedford,Bristol County,New Bedford,"Suburban, Midsize",No,299,28.1,10.64,234,Regular
Agawam,Hampden County,Agawam,"Suburban, Large",No,297,18.36,16.18,149,Regular
Lawrence,Essex County,Lawrence,"Suburban, Large",No,300,31.5,9.52,268,Regular
Waltham,Middlesex County,Waltham,"City, Small",No,350,35.15,9.96,110,Regular
Taunton,Bristol County,Taunton,"Suburban, Large",No,898,60.05,14.95,586,Regular
Dartmouth,Bristol County,Dartmouth,"Suburban, Midsize",No,703,56.17,12.52,218,Regular
Watertown,Middlesex County,Watertown,"Suburban, Large",No,422,43.15,9.78,111,Regular
Lowell,Middlesex County,Lowell,"Suburban, Large",No,669,50.5,13.25,371,Regular
Lowell,Middlesex County,Lowell,"Suburban, Large",No,625,50.1,12.48,446,Regular
Fall River,Bristol County,Fall River,"Suburban, Large",No,280,18.1,15.47,169,Regular
Franklin,Norfolk County,Franklin,"Suburban, Large",No,321,26.54,12.09,48,Regular
Marshfield,Plymouth County,Marshfield,"Suburban, Large",No,83,4,20.75,13,Regular
Scituate,Plymouth County,Scituate,"Suburban, Large",No,341,29.95,11.39,38,Regular
New Bedford,Bristol County,New Bedford,"Suburban, Midsize",No,204,19.25,10.6,131,Regular
Arlington,Middlesex County,Arlington,"Suburban, Large",No,375,30.32,12.37,16,Regular
Westford,Middlesex County,Westford,"Suburban, Large",No,342,25.45,13.44,34,Regular
West Springfield,Hampden County,West Springfield,"Suburban, Large",No,148,17.6,8.41,83,Regular
New Bedford,Bristol County,New Bedford,"Suburban, Midsize",No,289,24,12.04,233,Regular
New Bedford,Bristol County,New Bedford,"Suburban, Midsize",No,292,26,11.23,256,Regular
Lawrence,Essex County,Lawrence,"Suburban, Large",No,262,26,10.08,224,Regular
Wellesley,Norfolk County,Wellesley,"Suburban, Large",No,280,26.52,10.56,20,Regular
Medway,Norfolk County,Medway,"Suburban, Large",No,353,27.2,12.98,64,Regular
Brookline,Norfolk County,Brookline,"Suburban, Large",No,476,37.02,12.86,68,Regular
Peabody,Essex County,Peabody,"Suburban, Large",No,294,26.53,11.08,60,Regular
Peabody,Essex County,Peabody,"Suburban, Large",No,385,28.92,13.31,218,Regular
Needham,Norfolk County,Needham,"Suburban, Large",No,397,33.87,11.72,51,Regular
Holbrook,Norfolk County,Holbrook,"Suburban, Large",No,685,51.5,13.3,313,Regular
Canton,Norfolk County,Canton,"Suburban, Large",No,462,35.61,12.97,66,Regular
Somerville,Middlesex County,Somerville,"Suburban, Large",No,439,30.62,14.34,106,Regular
Brockton,Plymouth County,Brockton,"Suburban, Large",No,539,35.27,15.28,366,Regular
